Index,PartNumber_TLN_BOM,PartNumber_BOM_BOM,Match,Component,Description,End of Prod,Status,Life__Years,EOSL,flag_raise_in_gp,Remark
398,,CKB13313,exact,MoldedBreaker,"3P,400A,65k/480V,GE,80%,Lugs",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
399,,CKB13344,exact,MoldedBreaker,"ABB-T6,3P,600AF,480V,35K,100%,LSI  ",,Active,14,,TRUE,Molded Breaker
400,,CKB13345,exact,MoldedBreaker,"SQD-DGA,3P,250AF,480V,LSI,I-LINE   ",,Active,14,,TRUE,Molded Breaker
401,,CKB13351,exact,MoldedBreaker,"SQD-DJL,3P,250AF,480V,65KAIC,LSI   ",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
402,,CKB13364,exact,MoldedBreaker,"SQD-JJL,3P,225A,480V,65KAIC,100%   ",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
403,,CKB13365,exact,MoldedBreaker,"SQD-DJN,3P,400A MCCB,AUX/24v SHUNT ",,Active,14,,TRUE,Molded Breaker
404,,CKB13366,exact,MoldedBreaker,"SQD-DJN,3P,400A MCCB, W/AUX        ",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
405,,CKB13511,exact,MoldedBreaker,"SQD-JLL,3P,200A,480V,100KAIC,100%  ",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
406,,CKB13528,exact,MoldedBreaker,"SQD-JGP,3P,150A,600V,35KAIC@480V   ",,Active,14,,TRUE,Molded Breaker
407,,CKB13554,exact,MoldedBreaker,"SQ-D, QDL, 3P, 100A, QDL32100      ",,Active,14,,TRUE,Molded Breaker
408,,CKB13555,exact,MoldedBreaker,"SQ-D, QDL, 3P, 150A, QDL32150      ",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
409,,CKB13664,exact,MoldedBreaker,"3P,225A,18k/600V,SIE,Lugs",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
410,,CKB13696,exact,MoldedBreaker,"SQD-DGL,3P,400AF,65KAIC @ 240V,LSI ",,Active,14,,TRUE,Molded Breaker
411,,CKB13710,exact,MoldedBreaker,"SQD-LCL,3P,500A,600V,65KAIC/480V   ",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
412,,CKB13896,exact,MoldedBreaker,"3P,600A,18k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
413,,CKB13897,exact,MoldedBreaker,"SQD-PGL,3P,600V,1200AF,LI,18KAIC   ",,Active,14,,TRUE,Molded Breaker
414,,CKB13898,exact,MoldedBreaker,"SQD-LGL,3P,600V,400AF,LI,18KAIC,80%",,Active,14,,TRUE,Molded Breaker
415,,CKB13930,exact,MoldedBreaker,"SQD,LGL,3P,400A,35kAIC @ 480V,LSIG ",,Active,14,,TRUE,Molded Breaker
416,,CKB13931,exact,MoldedBreaker,"SQD,JDL,3P,250A,100% RATED,LSIG    ",,Active,14,,TRUE,Molded Breaker
417,,CKB13932,exact,MoldedBreaker,"SQD-MJL,3P,500A,480V,65KAIC,E-TRIP ",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
418,,CKB13932T,exact,MoldedBreaker,"SQD-MJL,3P,500A,480V,65KAIC,E-TRIP ",,Active,14,,TRUE,Molded Breaker
419,,CKB13943,exact,MoldedBreaker,"SQD-LGL,3P,100%,600V,400AF,LI,18K",,Active,14,,TRUE,Molded Breaker
420,,CKB13943T,exact,MoldedBreaker,"SQD-LGL,3P,100%,600V,400AF,LI,18K  ",,Active,14,,TRUE,Molded Breaker
421,,CKB13952,exact,MoldedBreaker,"SQD, HDN,3P,100 AMP, PLUG-IN BASE  ",,Active,14,,TRUE,Molded Breaker
422,,CKB13955,exact,MoldedBreaker,"SQD,JDL,3P,250A,100% RATED,LI TRIP ",,Active,14,,TRUE,Molded Breaker
423,,CKB13973,exact,MoldedBreaker,"3P,600A,65k/480V,SQD,80%,Lugs",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
424,,CKB14076,exact,MoldedBreaker,"SQD-MJL,3P,350A,480V,65KAIC,E-TRIP ",,Active,14,,TRUE,Molded Breaker
425,,CKB14077,exact,MoldedBreaker,"SQD, HDP, 3P, 150A, 100% RATED     ",,Active,14,,TRUE,Molded Breaker
426,,CKB14091,exact,MoldedBreaker,"3P,400A,65k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
427,,CKB14135,exact,MoldedBreaker,"ABB-T5,3P,400A,480V,25kAC, E/T,100%",,Active,14,,TRUE,Molded Breaker
428,,CKB14136,exact,MoldedBreaker,"SQD,3P 225A,MC,PLGN CB W/BSE AUX ST",,Active,14,,TRUE,Molded Breaker
429,,CKB14219,exact,MoldedBreaker,"SQD-LAL,3P,350A,600V,18kAIC, NO TAP",,Active,14,,TRUE,Molded Breaker
430,,CKB14232,exact,MoldedBreaker,"SQD,3P 225A, 65 kAIC, FIXED MOUNT  ",,Active,14,,TRUE,Molded Breaker
431,,CKB14246,exact,MoldedBreaker,"3P,400A,18k/600V,SQD,100%",,Active,14,,TRUE,Molded Breaker
432,,CKB14312,exact,MoldedBreaker,"3P,250A,18k/600V,SQD,100%,Line",,Active,14,,TRUE,Molded Breaker
433,,CKB14314,exact,MoldedBreaker,"SIEMENS VL-NJY,3P,400A,600V,LSI TRP",,Active,14,,TRUE,Molded Breaker
434,,CKB14315,exact,MoldedBreaker,"ABB-T3,3P,125A,480V,35KAIC, FIX MNT",,Active,14,,TRUE,Molded Breaker
435,,CKB15061,exact,MoldedBreaker,"3P,800AT,35@480V,LSI,100%R,FM      ",,Active,14,,TRUE,Molded Breaker
436,,CKB15061T,exact,MoldedBreaker,"3P,800AT,35@480V,LSI,100%R,FM      ",,Active,14,,TRUE,Molded Breaker
437,,CKB15062,exact,MoldedBreaker,"SQD-HGL,3P,50A,600V,100% RATED 18kA",,Active,14,,TRUE,Molded Breaker
438,,CKB15096,exact,MoldedBreaker,"ABB-T6,3P,600V,600AF,20kAIC,MCB    ",,Active,14,,TRUE,Molded Breaker
439,,CKB15163,exact,MoldedBreaker,"3P,450A,65k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
440,,CKB15260,exact,MoldedBreaker,"SQD-JJL,3P,200A,480V,65KAIC        ",,Active,14,,TRUE,Molded Breaker
441,,CKB15260T,exact,MoldedBreaker,"SQD-JJL,3P,200A,480V,65KAIC        ",,Active,14,,TRUE,Molded Breaker
442,,CKB15264,exact,MoldedBreaker,"3P,250A,100k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
443,,CKB15265,exact,MoldedBreaker,"SQD-JGL,3P,250AF,480V,35KAIC,LSI   ",,Active,14,,TRUE,Molded Breaker
444,,CKB15294,exact,MoldedBreaker,"SQD-LLL,3P,600V,400AF,LSI,50K,W/TAP",,Active,14,,TRUE,Molded Breaker
445,,CKB15299,exact,MoldedBreaker,"3P,400A,18k/600V,SQD,100%,Lugs     ",,Active,14,,TRUE,Molded Breaker
446,,CKB15303,exact,MoldedBreaker,"ABB, T5, 3P, HIGH TERMNAL COVER    ",,Active,14,,TRUE,Molded Breaker
447,,CKB15366,exact,MoldedBreaker,"ABB-T6,3P,600AF,480V,100kAIC,100%  ",,Active,14,,TRUE,Molded Breaker
448,,CKB15387,exact,MoldedBreaker,"3P,400A,65k/480V,ABB,Lugs",,Active,14,,TRUE,Molded Breaker
449,,CKB15393,exact,MoldedBreaker,"GE-TFJ,3P,175A,600V,22KAIC/480V,   ",,Active,14,,TRUE,Molded Breaker
450,,CKB15411,exact,MoldedBreaker,"GE-TJJ,3P,400A,480V,30KAIC, W/LUGS ",,Active,14,,TRUE,Molded Breaker
451,,CKB15412,exact,MoldedBreaker,"GE-TKMA,3P,800A,480V,30KAIC, W/LUGS",,Active,14,,TRUE,Molded Breaker
452,,CKB15430,exact,MoldedBreaker,"SQD-JGL,3P,250AF,600V, LI, 100%    ",,Active,14,,TRUE,Molded Breaker
453,,CKB15430T,exact,MoldedBreaker,"SQD-JGL,3P,250AF,600V, LI, 100%    ",,Active,14,,TRUE,Molded Breaker
454,,CKB15441,exact,MoldedBreaker,"GE-THED,3P,50A,600V,18kAIC,NT      ",,Active,14,,TRUE,Molded Breaker
455,,CKB15561,exact,MoldedBreaker,"3P,400A,25k/600V,GE,100%,LUGS      ",,Active,14,,TRUE,Molded Breaker
456,,CKB15562,exact,MoldedBreaker,"3P,600A,65k/480V,GE,Lugs",,Active,14,,TRUE,Molded Breaker
457,,CKB15564,exact,MoldedBreaker,"PLG,RATING,3P,500A,G-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
458,,CKB15595,exact,MoldedBreaker,"GE-SGPP,3P,600AF,600V,LSI,100% RATE",,Active,14,,TRUE,Molded Breaker
459,,CKB15648,exact,MoldedBreaker,"PLG,RATING,3P,200A,F-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
460,,CKB15661,exact,MoldedBreaker,"EATON-LG,3P,600A,480V,65KAIC,100%  ",,Active,14,,TRUE,Molded Breaker
461,,CKB15667,exact,MoldedBreaker,"3P,225A,25K/480V,ETN,80%,LUGS,T/M  ",,Active,14,,TRUE,Molded Breaker
462,,CKB15668,exact,MoldedBreaker,"EATON-LG,3P,400A,600V,18kAIC, 80%  ",,Active,14,,TRUE,Molded Breaker
463,,CKB15675,exact,MoldedBreaker,"3P,250A,65k/480V,SQD,100%,Lugs     ",,Active,14,,TRUE,Molded Breaker
464,,CKB15745,exact,MoldedBreaker,"3P,250A,18K/600V,SQD,80%,LI TRIP   ",,Active,14,,TRUE,Molded Breaker
465,,CKB15747,exact,MoldedBreaker,"3P,2000A,100k/600V,SQD,DrawOut",,Active,14,,TRUE,Molded Breaker
466,,CKB15748,exact,MoldedBreaker,"3P,2000A,100k/600V,SQD,DrawOut",,Active,14,,TRUE,Molded Breaker
467,,CKB15749,exact,MoldedBreaker,"3P,2000A,/,SQD,DrawOut",,Active,14,,TRUE,Molded Breaker
468,,CKB15750,exact,MoldedBreaker,"CRADLE, RR VER T BUS,SQD,3000A,3P",,Active,14,,TRUE,Molded Breaker
469,,CKB15839,exact,MoldedBreaker,"3P,600A,50k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
470,,CKB15849,exact,MoldedBreaker,"SQD-MJL,3P,700A,480V,65KAIC, W/ CT ",,Active,14,,TRUE,Molded Breaker
471,,CKB15943,exact,MoldedBreaker,"GE-SGHA,3P,480V,400AF,LSI,35K,80%  ",,Active,14,,TRUE,Molded Breaker
472,,CKB16015,exact,MoldedBreaker,"PLG,RATING,3P,175A,F-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
473,,CKB16027,exact,MoldedBreaker,"SIEMENS-NFK,3P,200A,600V,18kAIC,NT ",,Active,14,,TRUE,Molded Breaker
474,,CKB16029,exact,MoldedBreaker,"SIEMENS-HFK,3P,200A,480V,65kAIC,NT ",,Active,14,,TRUE,Molded Breaker
475,,CKB16031,exact,MoldedBreaker,"3P,400A,65k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
476,,CKB16146,exact,MoldedBreaker,"3P,250A,18k/600V,SQD,100%,I-Line",,Active,14,,TRUE,Molded Breaker
477,,CKB16147,exact,MoldedBreaker,"SQD-PGL,3P,600V,800AF,LSI,18KA     ",,Active,14,,TRUE,Molded Breaker
478,,CKB16168,exact,MoldedBreaker,"SQD-JGL,3P,150A,600V,18kAIC,100%   ",,Active,14,,TRUE,Molded Breaker
479,,CKB16227,exact,MoldedBreaker,"SQD-HDL,3P,150AF,600V,LI-TRIP, AUX ",,Active,14,,TRUE,Molded Breaker
480,,CKB16352,exact,MoldedBreaker,"SQD-HGL,3P,100AF,600V, LI, 100%    ",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
481,,CKB16355,exact,MoldedBreaker,"3P,400A,22k/600V,SQD,I-LINE",,Active,14,,TRUE,Molded Breaker
482,,CKB16356,exact,MoldedBreaker,"3P,400A,65k/480V,SQD,80%,Lugs,LI   ",,Active,14,,TRUE,Molded Breaker
483,,CKB16363,exact,MoldedBreaker,"SQD-JGN,3P,250AF,480V,W/BASE,LI,M/C",,Active,14,,TRUE,Molded Breaker
484,,CKB16385,exact,MoldedBreaker,"SQD-LA,3P,225A,I-LINE W/BELL ALARM ",,Active,14,,TRUE,Molded Breaker
485,,CKB16404,exact,MoldedBreaker,"SQD-LJL,3P,480V,400AF,LSIG,65K, 80%",,Active,14,,TRUE,Molded Breaker
486,,CKB16424,exact,MoldedBreaker,"3P,800A,100k/480V,ABB,Lugs",,Active,14,,TRUE,Molded Breaker
487,,CKB16450,exact,MoldedBreaker,"3P,400A,18k/600V,SQD,80%,PLGN",,Active,14,,TRUE,Molded Breaker
488,,CKB16469,exact,MoldedBreaker,"SQD-LJL,3P,600V,400AF,LI,18KAIC,MC ",,Active,14,,TRUE,Molded Breaker
489,,CKB16519,exact,MoldedBreaker,"3P,400A,14k/600V,SQD,100%,Lugs",,Active,14,,TRUE,Molded Breaker
490,,CKB16666,exact,MoldedBreaker,"3P,600A,25k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
491,,CKB16683,exact,MoldedBreaker,"SQD-JJL,3P,480V,250AF,65kA,LI TRIP ",,Active,14,,TRUE,Molded Breaker
492,,CKB16696,exact,MoldedBreaker,"SQD,JGA,3P,480V,250AF,ILINE,LI, MC ",,Active,14,,TRUE,Molded Breaker
493,,CKB16711,exact,MoldedBreaker,"SQD,JGL,3P,480V,250AF,LI,MC,AUX,BEL",,Active,14,,TRUE,Molded Breaker
494,,CKB16718,exact,MoldedBreaker,"PLG,RATING,3P,80A,SE-FRM,GE,480V",,Active,14,,TRUE,Molded Breaker
495,,CKB16719,exact,MoldedBreaker,"GE-SFLA,3P,480V,250AF,LSI,65K,80%  ",,Active,14,,TRUE,Molded Breaker
496,,CKB16849,exact,MoldedBreaker,"SIEMENS-HFK,3P,250A,480V,65kAIC,NT ",,Active,14,,TRUE,Molded Breaker
497,,CKB16881,exact,MoldedBreaker,"SQD,LJL,3P,480V,400AF,LI,65K,100%  ",,Active,14,,TRUE,Molded Breaker
498,,CKB16908,exact,MoldedBreaker,"3P,250A,600V,SQD,LUGS,MC SWITCH    ",,Active,14,,TRUE,Molded Breaker
499,,CKB17016,exact,MoldedBreaker,"SQD-MJL,3P,500A,480V,65K,120VST,AUX",,Active,14,,TRUE,Molded Breaker
500,,CKB17017,exact,MoldedBreaker,"SQD-HJL,3P,50A,480V,65K,120VST,AUX ",,Active,14,,TRUE,Molded Breaker
501,,CKB17059,exact,MoldedBreaker,"3P,250A,18k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
502,,CKB17076,exact,MoldedBreaker,"3P,600A,200k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
503,,CKB17078,exact,MoldedBreaker,"SQD,LJA,250A,3P,MC,ILINE,65KAIC@480",,Active,14,,TRUE,Molded Breaker
504,,CKB17106,exact,MoldedBreaker,"3P,400A,18k/600V,SQD,80%",,Active,14,,TRUE,Molded Breaker
505,,CKB17168,exact,MoldedBreaker,"3P,700A,35k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
506,,CKB17170,exact,MoldedBreaker,"3P,400A,65k/480V,SQD,100%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
507,,CKB17170T,exact,MoldedBreaker,"SQD-LJL,3P,480V,400AF,LSI,65K, 100%",,Active,14,,TRUE,Molded Breaker
508,,CKB17258,exact,MoldedBreaker,"PLG,RATING,3P,300A,SG-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
509,,CKB17282,exact,MoldedBreaker,"SQD-LDL,3P,100%,600V,400AF,LI      ",,Active,14,,TRUE,Molded Breaker
510,,CKB17297,exact,MoldedBreaker,"GE-SGHA,3P,600AF,600V,35K/480V,LSI ",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
511,,CKB17311,exact,MoldedBreaker,"3P,400A,35k/480V,SQD,100%,I-Line",,Active,14,,TRUE,Molded Breaker
512,,CKB17315,exact,MoldedBreaker,"SQD-JGN, 3P, 600V, 250AF, LI, 18K  ",,Active,14,,TRUE,Molded Breaker
513,,CKB17347,exact,MoldedBreaker,"SQD-LLL,3P,400A,480V,100KAIC       ",,Active,14,,TRUE,Molded Breaker
514,,CKB17474,exact,MoldedBreaker,"3P,600A,65k/480V,GE,Lugs",,Active,14,,TRUE,Molded Breaker
515,,CKB17475,exact,MoldedBreaker,"3P,400A,65k/480V,GE,Lugs",,Active,14,,TRUE,Molded Breaker
516,,CKB17530,exact,MoldedBreaker,"PLG,RATING,3P,125A,F-FRM,GE,480V",,Active,14,,TRUE,Molded Breaker
517,,CKB17540,exact,MoldedBreaker,"GE-SEHA,3P,480V,60AF,LSI,25K,80%   ",,Active,14,,TRUE,Molded Breaker
518,,CKB17573,exact,MoldedBreaker,"3P,600A,18k/600V,SQD,100%,Lugs",,Active,14,,TRUE,Molded Breaker
519,,CKB17648,exact,MoldedBreaker,"PLG,RATING,3P,175A,G-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
520,,CKB17830,exact,MoldedBreaker,"3P,400A,18k/600V,SQD,100%,Line",,Active,14,,TRUE,Molded Breaker
521,,CKB17860,exact,MoldedBreaker,"3P,250A,35k/480V,SQD,80%,I-Line",,Active,14,,TRUE,Molded Breaker
522,,CKB17890,exact,MoldedBreaker,"PLG,RATING,3P,150A,F-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
523,,CKB17894,exact,MoldedBreaker,"PLG,RATING,3P,200A,G-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
524,,CKB17919,exact,MoldedBreaker,"SQD-LDL,3P,100%,600V,400A,MC       ",,Active,14,,TRUE,Molded Breaker
525,,CKB17925,exact,MoldedBreaker,"3P,400A,14k/600V,SQD,80%",2014,Obsoleted,14,,FALSE,Molded Breaker overlaps with Obsolete
526,,CKB17926,exact,MoldedBreaker,"3P,250A,18k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
527,,CKB17990,exact,MoldedBreaker,"3P,250A,14k/600V,SQD,100%,Lugs",,Active,14,,TRUE,Molded Breaker
528,,CKB17993,exact,MoldedBreaker,"3P,250A,65k/480V,SQD,100%,LUGS,LI  ",,Active,14,,TRUE,Molded Breaker
529,,CKB18109,exact,MoldedBreaker,"SQD-PJL,3P,600V,600AF,LI,25K,100%  ",,Active,14,,TRUE,Molded Breaker
530,,CKB18120,exact,MoldedBreaker,"SQD-LRL,3P,400A,600V,100KAIC,LI TRP",,Active,14,,TRUE,Molded Breaker
531,,CKB18143,exact,MoldedBreaker,"3P,250A,65k/600V,SQD,100%,Lugs",,Active,14,,TRUE,Molded Breaker
532,,CKB18289,exact,MoldedBreaker,"3P,225A,18k/600V,SQD,80%,I-LINE",,Active,14,,TRUE,Molded Breaker
533,,CKB18310,exact,MoldedBreaker,"3P,225A,22k/240V,GE,Lugs",,Active,14,,TRUE,Molded Breaker
534,,CKB18544,exact,MoldedBreaker,"PLG,RATING,3P,450A,G-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
535,,CKB18579,exact,MoldedBreaker,"3P,400A,14k/600V,SQD,100%,I-LINE",,Active,14,,TRUE,Molded Breaker
536,,CKB18581,exact,MoldedBreaker,"SQD-HGL,3P,40A,600V,18kAIC,NT      ",,Active,14,,TRUE,Molded Breaker
537,,CKB18693,exact,MoldedBreaker,"SQD-JGL,3P,250AF,480V,35K,100%,LSI ",,Active,14,,TRUE,Molded Breaker
538,,CKB18704,exact,MoldedBreaker,"PLG,RATING,3P,70A,SE-100,GE,480V",,Active,14,,TRUE,Molded Breaker
539,,CKB18742,exact,MoldedBreaker,"PLG,RATING,3P,150A,SE-FRM,GE,480V",,Active,14,,TRUE,Molded Breaker
540,,CKB18847,exact,MoldedBreaker,"3P,250A,35k/480V,SQD,100%,LSI      ",,Active,14,,TRUE,Molded Breaker
541,,CKB18847T,exact,MoldedBreaker,"3P,250A,35k/480V,SQD,100%,LSI      ",,Active,14,,TRUE,Molded Breaker
542,,CKB18863,exact,MoldedBreaker,"3P,250A,35k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
543,,CKB19312,exact,MoldedBreaker,"SQD-LAP,3P,400A,600V,22KAIC,       ",,Active,14,,TRUE,Molded Breaker
544,,CKB19324,exact,MoldedBreaker,SQD L FRAME 3P TERMINAL SHIELD     ,,Active,14,,TRUE,Molded Breaker
545,,CKB19513,exact,MoldedBreaker,"3P,400A,100k/600V,SQD,100%,Lugs",,Active,14,,TRUE,Molded Breaker
546,,CKB19711,exact,MoldedBreaker,"3P,250A,18k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
547,,CKB19900,exact,MoldedBreaker,"3P,600A,35k/600V,ABB,100%,Lugs",,Active,14,,TRUE,Molded Breaker
548,,CKB19960,exact,MoldedBreaker,"3P,600A,65k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
549,,CKB19975,exact,MoldedBreaker,"3P,250A,35k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
550,,CKB19977,exact,MoldedBreaker,"3P,400A,18K/480V,SQD,LUGS",,Active,14,,TRUE,Molded Breaker
551,,CKB20107,exact,MoldedBreaker,"SQD-LGL,3P,100%,600V,400AF,LSIG,18K",,Active,14,,TRUE,Molded Breaker
552,,CKB20151,exact,MoldedBreaker,"3P,600A,35k/480V,ABB,100%,Lugs",,Active,14,,TRUE,Molded Breaker
553,,CKB20167,exact,MoldedBreaker,"3P,800A,65k/600V,GE,Lugs",,Active,14,,TRUE,Molded Breaker
554,,CKB20168,exact,MoldedBreaker,"PLG,RATING,3P,800A,K-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
555,,CKB20185,exact,MoldedBreaker,"3P,400A,18k/480V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
556,,CKB20334,exact,MoldedBreaker,"SQD,JGA,3P,480V,250AF,ILINE,80%,LSI",,Active,14,,TRUE,Molded Breaker
557,,CKB20359,exact,MoldedBreaker,"3P,250A,65k/480V,SQD,100%,PLGN",,Active,14,,TRUE,Molded Breaker
558,,CKB20362,exact,MoldedBreaker,"3P,250A,65k/480V,SQD,100%,PLGN",,Active,14,,TRUE,Molded Breaker
559,,CKB20443,exact,MoldedBreaker,"3P,400A,65k/480V,SQD,100%,PLGN",,Active,14,,TRUE,Molded Breaker
560,,CKB20444,exact,MoldedBreaker,"3P,400A,65k/480V,SQD,100%,PLGN",,Active,14,,TRUE,Molded Breaker
561,,CKB20616,exact,MoldedBreaker,"3P,250A,35K/480V,SQD,LUGS",,Active,14,,TRUE,Molded Breaker
562,,CKB20642,exact,MoldedBreaker,"800A,3P,65K,480V,SQD,80%,LUG 2-ENDS",,Active,14,,TRUE,Molded Breaker
563,,CKB20716,exact,MoldedBreaker,"SQD-MJL,3P,500A,480V,65K,E-TRIP,KK ",,Active,14,,TRUE,Molded Breaker
564,,CKB30734,exact,MoldedBreaker,"CIRCUIT BREAKER,MAGNETIC 3POLE 30A ",,Active,14,,TRUE,Molded Breaker
565,,CKB32118,exact,MoldedBreaker,"MULTI-9, 3P, 30A, 5KAIC @ 480/277VC",,Active,14,,TRUE,Molded Breaker
566,,CKB32140,exact,MoldedBreaker,"ABB, S803S-B20, 3P, 20A, 690V, 50KA",,Active,14,,TRUE,Molded Breaker
567,,CKB40615,exact,MoldedBreaker,"3P,250A,18k/600V,SQD,80%,NoTerm",,Active,14,,TRUE,Molded Breaker
568,,CKB40625,exact,MoldedBreaker,"3P,400A,18k/600V,SQD,80%,NoTerm",,Active,14,,TRUE,Molded Breaker
569,,CKB40785,exact,MoldedBreaker,"150A, 3P, 25KAIC, 240VAC, SQD      ",,Active,14,,TRUE,Molded Breaker
570,,CKB54147,exact,MoldedBreaker,"3P,400A,65k/208V,SQD,100%,Line",,Active,14,,TRUE,Molded Breaker
571,,CKB54147T,exact,MoldedBreaker,"3P,400A,65k/208V,SQD,100%,Line,Test",,Active,14,,TRUE,Molded Breaker
572,,CKB56370,exact,MoldedBreaker,"3P,1200,65KA,480VAC,SQD,80%,LUGS,ST",,Active,14,,TRUE,Molded Breaker
573,,CKB56415,exact,MoldedBreaker,"3P,250A,65KA,600V,SQD,80%,PLGN,LI  ",,Active,14,,TRUE,Molded Breaker
574,,CKB56426,exact,MoldedBreaker,"3P,800A,65KA,SQD,80%,LOAD LUG,FT   ",,Active,14,,TRUE,Molded Breaker
575,,CKB56441,exact,MoldedBreaker,"3P,1200,65KA,480V,SQD,100%,LUGS,ST ",,Active,14,,TRUE,Molded Breaker
576,,CKB56459,exact,MoldedBreaker,"PLG,RATING,3P,600A,G-FRM,GE,600V",,Active,14,,TRUE,Molded Breaker
577,,CKB56527,exact,MoldedBreaker,"3P,400A,100KA@600V,SQD,80%,PLGN    ",,Active,14,,TRUE,Molded Breaker
578,,CKB56528,exact,MoldedBreaker,"3P,400A,100KA@600V,SQD,80%,PLGN,2FC",,Active,14,,TRUE,Molded Breaker
579,,CKB56541,exact,MoldedBreaker,"3P,500A,35KA,480,SQD,80%,LUGS,SA   ",,Active,14,,TRUE,Molded Breaker
580,,CKB56556,exact,MoldedBreaker,"3P,400A,30KA,480,SQD,80%,LUGS,BELL ",,Active,14,,TRUE,Molded Breaker
581,,CKB56582,exact,MoldedBreaker,"3P,400A,100k/600V,SQD,80%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
582,,CKB56621,exact,MoldedBreaker,"3P,150A,18KA,480,SQD,100%,LUGS,LI  ",,Active,14,,TRUE,Molded Breaker
583,,CKB56667,exact,MoldedBreaker,"3P,2000A,18k/600V,SQD,100%,NoTerm",,Active,14,,TRUE,Molded Breaker
584,,CKB56669,exact,MoldedBreaker,"3P,3200A,75k/24VD,ABB",,Active,14,,TRUE,Molded Breaker
585,,CKB56670,exact,MoldedBreaker,"3P,3200A,75k/24VD,ABB",,Active,14,,TRUE,Molded Breaker
586,,CKB56697,exact,MoldedBreaker,"3P,200A,65KA,208VAC,SQD,80%,LUG    ",,Active,14,,TRUE,Molded Breaker
587,,CKB56737,exact,MoldedBreaker,"3P+N,250A,65KA,480V,SQD,100%,LUGS  ",,Active,14,,TRUE,Molded Breaker
588,,CKB56763,exact,MoldedBreaker,"3P,150,18KA,600,SQD,80%,I-LINE,    ",,Active,14,,TRUE,Molded Breaker
589,,CKB56853,exact,MoldedBreaker,"3P,800A,65KA,480VAC,SQD,100%,LUG,SK",,Active,14,,TRUE,Molded Breaker
590,,CKB56853-T,exact,MoldedBreaker,"3P,800A,65KA,480VAC,SQD,100%,LUG,SK",,Active,14,,TRUE,Molded Breaker
591,,CKB56987,exact,MoldedBreaker,"3P,800A,35KA/480V,SQD,LUGS,24VDC ST",,Active,14,,TRUE,Molded Breaker
592,,CKB57060,exact,MoldedBreaker,"J-FRAME,3P,TERM SHIELD KIT,S37450  ",,Active,14,,TRUE,Molded Breaker
593,,CKB57081,exact,MoldedBreaker,"3P,1200A,65KA,480VAC,SQD,80%,LUG,SK",,Active,14,,TRUE,Molded Breaker
594,,CKB57113,exact,MoldedBreaker,"3P,400A,25k/600V,SQD,Lugs",,Active,14,,TRUE,Molded Breaker
595,,CKB57115,exact,MoldedBreaker,"3P,800A,5k/600V,SQD,80%,Lugs",,Active,14,,TRUE,Molded Breaker
596,,CKB57115-T,exact,MoldedBreaker,"3P,800A,5k/600V,SQD,80%,Lugs,Test",,Active,14,,TRUE,Molded Breaker
597,,CKB57117,exact,MoldedBreaker,"3P,225A,25k/240V,SQD,Lugs",,Active,14,,TRUE,Molded Breaker
